iReady_Admin,Subject,Student ID,Student Grade,Academic Year,Enrolled,Sex,Hispanic or Latino,Race,English Language Learner,Special Education,Economically Disadvantaged,Migrant,Class(es),Class Teacher(s),Report Group(s),Start Date,Completion Date,Baseline Diagnostic (Y/N),Most Recent Diagnostic (Y/N),Duration (min),Rush Flag,Overall Scale Score,Overall Placement,Overall Relative Placement,Percentile,Grouping,Lexile Measure,Lexile Range,Phonological Awareness Scale Score,Phonological Awareness Placement,Phonological Awareness Relative Placement,Phonics Scale Score,Phonics Placement,Phonics Relative Placement,High-Frequency Words Scale Score,High-Frequency Words Placement,High-Frequency Words Relative Placement,Vocabulary Scale Score,Vocabulary Placement,Vocabulary Relative Placement,Reading Comprehension: Overall Scale Score,Reading Comprehension: Overall Placement,Reading Comprehension: Overall Relative Placement,Reading Comprehension: Literature Scale Score,Reading Comprehension: Literature Placement,Reading Comprehension: Literature Relative Placement,Reading Comprehension: Informational Text Scale Score,Reading Comprehension: Informational Text Placement,Reading Comprehension: Informational Text Relative Placement,Diagnostic Gain,Annual Typical Growth Measure,Annual Stretch Growth Measure,Percent Progress to Annual Typical Growth (%),Percent Progress to Annual Stretch Growth (%),Mid On Grade Level Scale Score,Reading Difficulty Indicator (Y/N)
iReady 4,ELA,2032020,10,2022-2023,Enrolled,female,Y,,,,,,Algebra 2 Honors - McRae - Seventh Period A-62dae13131c9167614706971; College Prep I - Triolo - Second Period-62dae14931c91676147074f4; English 10 Honors - Simms - Third Period-62dae13831c9167614706c90; Financial Literacy - Bloom - First Period-6310f9ebf888020aaf5b5055; Health & Life Management - Bello - First Period-62dae13731c9167614706c13; Orchestra II - Bello - Second Period-63110040115adb24f4544286; Physical Education/Health 10 with Driver's Ed. - Bradshaw - Tenth Period-62dae13231c91676147069d8; Physical Science - Agyeman - Fifth Period-62dae13331c9167614706a84; Spanish Heritage Honors I - Anzures - Ninth Period-62dae15031c916761470784c,"Agyeman, Courtney; Bello, Vincent; Bloom, Laura; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Simms, Ashley; Steen, Michael; Torino, Christian; Triolo, Matthew; Weintraub, Nathaniel",10th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,32,,699,Mid 10,Mid or Above Grade Level,,,1555L,1455L-1605L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,728,Level 11,Mid or Above Grade Level,685,Mid / Late 10,Mid or Above Grade Level,713,Mid / Late 10,Mid or Above Grade Level,664,Early 10,Early On Grade Level,0,,,,,,Not Applicable
iReady 4,ELA,3312016,10,2022-2023,Enrolled,female,N,Black or African American,,,,,Algebra 2 Honors - McRae - Seventh Period A-62dae13131c9167614706971; College Prep I - Triolo - Second Period-63110100db4bc95f2e4766c6; English 10 Honors - Sargeant - Ninth Period-62dae15231c9167614707946; Financial Literacy - Bloom - First Period-6310f9ebf888020aaf5b5055; Health & Life Management - Bello - First Period-62dae13731c9167614706c13; Orchestra II - Bello - Second Period-6310ffb2678418631a6cf6e1; Physical Education/Health 10 with Driver's Ed. - Bradshaw - Sixth Period A-62dae13431c9167614706ae6; Physics - Jones - Fourth Period-62dae13831c9167614706cc8; Spanish I - Benavides - Third Period-62dae15331c91676147079fe,"Bello, Vincent; Benavides, Edwin; Bloom, Laura; Bradshaw, Nicole; Dougba, Varsha; Steen, Michael; Torino, Christian; Triolo, Matthew; Weintraub, Nathaniel",10th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,72,,660,Early 10,Early On Grade Level,,,1365L,1265L-1415L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,714,Mid / Late 10,Mid or Above Grade Level,634,Level 9,1 Grade Level Below,626,Level 9,1 Grade Level Below,642,Level 9,1 Grade Level Below,0,,,,,,Not Applicable
iReady 4,ELA,2172023,10,2022-2023,Enrolled,male,N,Black or African American,,,,,Algebra 2 - McRae - Ninth Period-62dae13231c9167614706a21; College Prep I - Triolo - Eighth Period-62dae14b31c91676147075d7; English 10 - Triolo - Sixth Period A-62dae14031c91676147070b0; Financial Literacy - Benavides - Eighth Period-62dae13531c9167614706b7e; Health & Life Management - Bello - Fourth Period-62f659260bd6a812dd1ea964; Orchestra II - Bello - Fourth Period-62dae14c31c9167614707652; Physical Education/Health 10 with Driver's Ed. - Bradshaw - First Period-62dae14c31c9167614707670; Spanish I - Benavides - Third Period-62dae15331c91676147079fe; US History I - Jones - Second Period-62dae14831c9167614707492,"Bello, Vincent; Benavides, Edwin; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Marchesano, Steven; Steen, Michael; Torino, Christian; Triolo, Matthew; Williams, Courtney",10th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,113,,705,Late 10,Mid or Above Grade Level,,,1585L,1485L-1635L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,701,Mid / Late 10,Mid or Above Grade Level,707,Mid / Late 10,Mid or Above Grade Level,703,Mid / Late 10,Mid or Above Grade Level,712,Mid / Late 10,Mid or Above Grade Level,38,,,,,,Not Applicable
iReady 4,ELA,2622016,10,2022-2023,Enrolled,male,N,Black or African American,,,,,Algebra 2 Honors - McRae - Seventh Period A-62dae13131c9167614706971; College Prep I - Triolo - Second Period-63110100db4bc95f2e4766c6; English 10 Honors - Sargeant - Ninth Period-62dae15231c9167614707946; Financial Literacy - Bloom - First Period-6310f9ebf888020aaf5b5055; Orchestra II - Bello - Second Period-6310ffb2678418631a6cf6e1; Physical Education/Health 10 with Driver's Ed. - Bradshaw - Sixth Period A-62dae13431c9167614706ae6; Physics - Jones - Fourth Period-62dae13831c9167614706cc8; Spanish I - Benavides - Third Period-62dae15331c91676147079fe,"Bello, Vincent; Benavides, Edwin; Bloom, Laura; Bradshaw, Nicole; Dougba, Varsha; Steen, Michael; Torino, Christian; Triolo, Matthew; Weintraub, Nathaniel",10th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,79,,661,Early 10,Early On Grade Level,,,1370L,1270L-1420L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,692,Mid / Late 10,Mid or Above Grade Level,645,Level 9,1 Grade Level Below,638,Level 9,1 Grade Level Below,651,Level 9,1 Grade Level Below,63,,,,,,Not Applicable
iReady 4,ELA,1942016,9,2022-2023,Enrolled,male,N,Black or African American,,,,,Biology - Bello - Third Period-62dae13c31c9167614706eac; English 9 - Biggs - First Period-62dae14131c9167614707143; Financial Literacy - Benavides - Ninth Period-62dae14731c91676147073e8; Freshman Seminar - Triolo - Fifth Period-62dae13b31c9167614706e42; Geometry Honors - Benavides - Sixth Period B-62dae15331c91676147079e1; Literature of a People - Biggs - Ninth Period-62dae13431c9167614706aa9; Orchestra II - Bello - Fifth Period-62dae3276379745a736de198; Physical Education / Health 9 A - Bradshaw - Fourth Period-62dae13e31c9167614706f73; World History - Jones - Tenth Period-62dae13b31c9167614706e62,"Bello, Vincent; Benavides, Edwin; Biggs, Tyasia; Bradshaw, Nicole; Dougba, Varsha; Triolo, Matthew",9th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,126,,650,Early 9,Early On Grade Level,,,1315L,1215L-1365L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,652,Early 9,Early On Grade Level,649,Early 9,Early On Grade Level,620,Level 8,1 Grade Level Below,679,Mid / Late 9,Mid or Above Grade Level,4,,,,,,Not Applicable
iReady 4,ELA,3352015,11,2022-2023,Enrolled,male,N,Black or African American,,,,,College Prep II - Agyeman - Tenth Period-62dc624abc1d4c308b057f33; English 11 - Simms - Third Period-62dae15131c91676147078f5; Financial Literacy - Benavides - Tenth Period-62defb92cfde7612560795ad; Geometry - McRae - First Period-62dae13931c9167614706d03; Health & Life Management - Bello - Eighth Period-62ea8b62583fcc413154dd31; Literature of a People - Bello - Eighth Period-62dae13131c91676147069ae; Physical Education/Health 11 - Torino - Sixth Period A-62dae13431c9167614706b0a; Physical Science - Marchesano - Ninth Period-62dae13931c9167614706d30; US History I - Jones - Seventh Period A-62dae14d31c91676147076bb,"Agyeman, Courtney; Bello, Vincent; Benavides, Edwin; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Marchesano, Steven; Salvetta, John; Simms, Ashley; Steen, Michael; Torino, Christian; Weintraub, Nathaniel; Williams, Courtney",11th Grade Reading; All Students Reading; HS IEP; Special Education,6/14/2023,6/14/2023,N,Y,30,Red Rush Flag,519,Level 3,3 or More Grade Levels Below,,,665L,565L-715L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,561,Level 4,3 or More Grade Levels Below,496,Level 2,3 or More Grade Levels Below,538,Level 4,3 or More Grade Levels Below,428,Level 1,3 or More Grade Levels Below,0,,,,,,Not Applicable
iReady 4,ELA,2982015,10,2022-2023,Enrolled,female,N,Black or African American,,,,,Algebra 2 - McRae - Ninth Period-62dae13231c9167614706a21; College Prep I - Triolo - Seventh Period A-62dae14f31c91676147077df; English 10 - Helmstetter - First Period-62dae14731c916761470740b; Financial Literacy - Benavides - Eighth Period-62dae13331c9167614706a62; Health & Life Management - Torino - Eighth Period-62dae13f31c9167614707067; Physical Education/Health 10 with Driver's Ed. - Bradshaw - Sixth Period A-62dae13431c9167614706ae6; Physics - Jones - Fourth Period-62dae13831c9167614706cc8; Public Speaking - Triolo - Seventh Period A-62dc62ca68315c77b970ad8c; Spanish I - Benavides - Third Period-62dae15331c91676147079fe,"Benavides, Edwin; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Steen, Michael; Torino, Christian; Triolo, Matthew; Weintraub, Nathaniel; Williams, Courtney",10th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,24,,528,Level 3,3 or More Grade Levels Below,,,710L,610L-760L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,541,Level 3,3 or More Grade Levels Below,522,Level 3,3 or More Grade Levels Below,532,Level 3,3 or More Grade Levels Below,512,Level 3,3 or More Grade Levels Below,0,,,,,,Not Applicable
iReady 4,ELA,2182023,9,2022-2023,Enrolled,male,Y,Black or African American,,,,,Algebra 1 - McRae - Ninth Period-62dae13231c9167614706a02; Biology - Biggs - Fifth Period-62dae15031c9167614707827; English 9 - Biggs - Third Period-62dae14431c91676147072be; Freshman Seminar - Triolo - First Period-62dae15531c9167614707a83; Health & Life Management - Bello - First Period-62dae13731c9167614706c13; Orchestra I - Bello - Second Period-62dae13a31c9167614706dbd; Physical Education / Health 9 A - Bradshaw - Seventh Period A-62dae15231c9167614707963; World History - Jones - Eighth Period-62dae14e31c916761470774b,"Bello, Vincent; Benavides, Edwin; Biggs, Tyasia; Bradshaw, Nicole; Triolo, Matthew",9th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,156,,586,Level 6,3 or More Grade Levels Below,,,995L,895L-1045L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,608,Level 8,1 Grade Level Below,575,Level 5,3 or More Grade Levels Below,577,Level 5,3 or More Grade Levels Below,573,Level 5,3 or More Grade Levels Below,0,,,,,,Not Applicable
iReady 4,ELA,2192023,10,2022-2023,Enrolled,female,Y,White,,,,,College Prep I - Triolo - Eighth Period-62dae14b31c91676147075d7; English 10 - Triolo - Sixth Period A-62dae14031c91676147070b0; Financial Literacy - Benavides - Fourth Period-62dae15431c9167614707a40; Forensic Science - Bradshaw - Eighth Period-62ea8ad66ba2541a08735b37; Geometry - McRae - First Period-62dae13931c9167614706d03; Health & Life Management - Bello - Fourth Period-62f659260bd6a812dd1ea964; Physical Education/Health 10 with Driver's Ed. - Bradshaw - Tenth Period-62dae13231c91676147069d8; Physics - Dougba - Third Period-62dae14831c916761470746e; Spanish Heritage Honors I - Anzures - Ninth Period-62dae15031c916761470784c,"Bello, Vincent; Benavides, Edwin; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Marchesano, Steven; Steen, Michael; Torino, Christian; Triolo, Matthew; Weintraub, Nathaniel; Williams, Courtney",10th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,79,,616,Level 8,2 Grade Levels Below,,,1145L,1045L-1195L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,630,Level 9,1 Grade Level Below,608,Level 8,2 Grade Levels Below,573,Level 5,3 or More Grade Levels Below,638,Level 9,1 Grade Level Below,41,,,,,,Not Applicable
iReady 4,ELA,2392017,9,2022-2023,Enrolled,male,Y,,,,,,Algebra 1 - McRae - Third Period-62dae14831c91676147074ad; Biology - Biggs - Fifth Period-62dae15031c9167614707827; English as a Second Language - Desai - First Period-62dae14d31c916761470771a; Financial Literacy - Benavides - Ninth Period-62dae13b31c9167614706df6; Financial Literacy - Benavides - Ninth Period-62dae14731c91676147073e8; Orchestra I - Bello - Tenth Period-62dae14831c916761470744a; Physical Education / Health 9 A - Bradshaw - Seventh Period A-62dae15231c9167614707963; World History - Jones - Eighth Period-62dae14e31c916761470774b,"Bello, Vincent; Benavides, Edwin; Biggs, Tyasia; Bradshaw, Nicole; Desai, Laura; Helmstetter, Daniel",9th Grade Reading; HS ESL,6/14/2023,6/14/2023,N,Y,76,,586,Level 6,3 or More Grade Levels Below,,,995L,895L-1045L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,553,Level 4,3 or More Grade Levels Below,604,Level 7,2 Grade Levels Below,593,Level 6,3 or More Grade Levels Below,614,Level 8,1 Grade Level Below,17,,,,,,Not Applicable
iReady 4,ELA,1972016,9,2022-2023,Enrolled,female,N,Black or African American,,,,,Algebra 1 - McRae - Ninth Period-62dae13231c9167614706a02; Biology - Bello - Third Period-62dae13c31c9167614706eac; English 9 - Biggs - First Period-62dae14131c9167614707143; Financial Literacy - Benavides - Seventh Period A-62dae13631c9167614706bc4; Freshman Seminar - Triolo - Fifth Period-62dae13b31c9167614706e42; Literature of a People - Bello - Seventh Period A-62dae888d0efa0390845ba1c; Orchestra II - Bello - Fifth Period-62dae3276379745a736de198; Physical Education / Health 9 A - Bradshaw - Fourth Period-62dae13e31c9167614706f73; World History - Jones - Eighth Period-62dae14e31c916761470774b,"Bello, Vincent; Benavides, Edwin; Biggs, Tyasia; Bradshaw, Nicole; Dougba, Varsha; Triolo, Matthew",9th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,55,Red Rush Flag,529,Level 3,3 or More Grade Levels Below,,,715L,615L-765L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,602,Level 7,2 Grade Levels Below,502,Level 3,3 or More Grade Levels Below,537,Level 4,3 or More Grade Levels Below,468,Level 1,3 or More Grade Levels Below,0,,,,,,Not Applicable
iReady 4,ELA,2372015,11,2022-2023,Enrolled,male,Y,,,,,,Algebra 2 - McRae - Ninth Period-62dae13231c9167614706a21; College Prep II - Agyeman - First Period-62dae13331c9167614706a3d; English 11 - Simms - Third Period-62dae15131c91676147078f5; Financial Literacy - Benavides - Seventh Period A-62dae13631c9167614706bc4; Forensic Science - Bradshaw - Eighth Period-62ea8ad66ba2541a08735b37; Health & Life Management - Bello - Eighth Period-62ea8b62583fcc413154dd31; Literature of a People - Bello - Seventh Period A-62dae888d0efa0390845ba1c; Physical Education/Health 11 - Torino - Sixth Period A-62dae13431c9167614706b0a; US History I - Jones - Second Period-62dae14831c9167614707492,"Agyeman, Courtney; Bello, Vincent; Benavides, Edwin; Bradshaw, Nicole; Dougba, Varsha; Helmstetter, Daniel; Salvetta, John; Simms, Ashley; Torino, Christian; Williams, Courtney",11th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,17,Red Rush Flag,533,Level 3,3 or More Grade Levels Below,,,735L,635L-785L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,580,Level 5,3 or More Grade Levels Below,506,Level 3,3 or More Grade Levels Below,542,Level 4,3 or More Grade Levels Below,465,Level 1,3 or More Grade Levels Below,0,,,,,,Not Applicable
iReady 4,ELA,5012023,10,2022-2023,Enrolled,male,Y,White,,,,,College Prep I - Triolo - Seventh Period A-62dae14f31c91676147077df; English 10 Honors - Sargeant - Ninth Period-62dae15231c9167614707946; Financial Literacy - Benavides - Eighth Period-62dae13531c9167614706b7e; Geometry - McRae - First Period-62dae13931c9167614706d03; Health & Life Management - Bello - Fourth Period-62f659260bd6a812dd1ea964; Orchestra II - Bello - Fourth Period-62dae14c31c9167614707652; Physical Education/Health 10 with Driver's Ed. - Bradshaw - Sixth Period A-62dae13431c9167614706ae6; Public Speaking - Triolo - Seventh Period A-62dc62ca68315c77b970ad8c; US History I - Jones - Third Period-62dae13f31c916761470702c,"Bello, Vincent; Benavides, Edwin; Bradshaw, Nicole; Steen, Michael; Torino, Christian; Triolo, Matthew",,6/14/2023,6/14/2023,N,Y,112,,636,Level 9,1 Grade Level Below,,,1245L,1145L-1295L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,639,Level 9,1 Grade Level Below,634,Level 9,1 Grade Level Below,625,Level 9,1 Grade Level Below,643,Level 9,1 Grade Level Below,1,,,,,,Not Applicable
iReady 4,ELA,1982016,9,2022-2023,Enrolled,male,Y,,,,,,Algebra 1 - McRae - Third Period-62dae14831c91676147074ad; Biology - Biggs - Fifth Period-62dae15031c9167614707827; English 9 - Biggs - First Period-62dae14131c9167614707143; Freshman Seminar - Triolo - Ninth Period-62dae13531c9167614706b25; Literature of a People - Biggs - Ninth Period-62dae13431c9167614706aa9; Orchestra I - Bello - Tenth Period-62dae14831c916761470744a; Physical Education / Health 9 A - Bradshaw - Seventh Period A-62dae15231c9167614707963; World History - Jones - Eighth Period-62dae14e31c916761470774b,"Bello, Vincent; Benavides, Edwin; Biggs, Tyasia; Bradshaw, Nicole; Helmstetter, Daniel; Triolo, Matthew",9th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,98,,657,Early 9,Early On Grade Level,,,1350L,1250L-1400L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,671,Mid / Late 9,Mid or Above Grade Level,649,Early 9,Early On Grade Level,648,Early 9,Early On Grade Level,651,Early 9,Early On Grade Level,13,,,,,,Not Applicable
iReady 4,ELA,1092021,9,2022-2023,Enrolled,male,Y,White,,,,,Algebra 1 - McRae - Third Period-62dae14831c91676147074ad; Biology - Biggs - Fifth Period-62dae15031c9167614707827; English 9 - Biggs - First Period-62dae14131c9167614707143; Financial Literacy - Benavides - Ninth Period-62dae13b31c9167614706df6; Freshman Seminar - Triolo - Ninth Period-62dae13531c9167614706b25; Orchestra I - Bello - Tenth Period-62dae14831c916761470744a; Physical Education / Health 9 A - Bradshaw - Seventh Period A-62dae15231c9167614707963; World History - Jones - Eighth Period-62dae14e31c916761470774b,"Bello, Vincent; Benavides, Edwin; Biggs, Tyasia; Bradshaw, Nicole; Helmstetter, Daniel; Triolo, Matthew",9th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,76,,485,Level 2,3 or More Grade Levels Below,,,495L,395L-545L,,Tested Out,Mid or Above Grade Level,541,Max Score,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,486,Level 2,3 or More Grade Levels Below,468,Level 1,3 or More Grade Levels Below,464,Level 1,3 or More Grade Levels Below,472,Level 1,3 or More Grade Levels Below,0,,,,,,Not Applicable
iReady 4,ELA,2372019,11,2022-2023,Enrolled,male,N,Black or African American,,,,,AP Language & Composition - Simms - Ninth Period-62dae14a31c9167614707598; College Prep II - Agyeman - First Period-62dae13331c9167614706a3d; Financial Literacy - Benavides - First Period-62dae14431c9167614707299; Physical Education/Health 11 - Torino - Second Period-62dae13f31c9167614707007; Physical Science - Dougba - Eighth Period-62dae15131c916761470788c; Pre-Calculus Honors - Bloom - Fifth Period-62dae14b31c91676147075fb; Spanish Honors III - Anzures - Fourth Period-62dae13931c9167614706d6d; US History I - Jones - Third Period-62dae13f31c916761470702c,"Agyeman, Courtney; Benavides, Edwin; Bloom, Laura; Dougba, Varsha; Helmstetter, Daniel; Salvetta, John; Simms, Ashley; Steen, Michael; Torino, Christian; Weintraub, Nathaniel; Williams, Courtney",11th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,108,,705,Mid 11,Mid or Above Grade Level,,,1585L,1485L-1635L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,702,Mid / Late 11,Mid or Above Grade Level,707,Mid / Late 11,Mid or Above Grade Level,700,Mid / Late 11,Mid or Above Grade Level,713,Mid / Late 11,Mid or Above Grade Level,0,,,,,,Not Applicable
iReady 4,ELA,2352023,10,2022-2023,Enrolled,female,Y,Native Hawaiian or Other Pacific Islander,,,,,College Prep I - Triolo - Seventh Period A-62dae14f31c91676147077df; English 10 - Helmstetter - First Period-62dae14731c916761470740b; Financial Literacy - Benavides - Eighth Period-62dae13331c9167614706a62; Forensic Science - Bradshaw - Eighth Period-62ea8ad66ba2541a08735b37; Geometry - Anzures - Third Period-62dae14331c916761470725b; Physical Education/Health 10 with Driver's Ed. - Bradshaw - Sixth Period A-62dae13431c9167614706ae6; Public Speaking - Triolo - Seventh Period A-62dc62ca68315c77b970ad8c; Spanish Heritage Honors I - Anzures - Ninth Period-62dae15031c916761470784c; World History - Jones - Tenth Period-62dae13b31c9167614706e62,"Benavides, Edwin; Bradshaw, Nicole; Helmstetter, Daniel; Steen, Michael; Torino, Christian; Triolo, Matthew; Williams, Courtney",,6/14/2023,6/14/2023,N,Y,63,,604,Level 7,3 or More Grade Levels Below,,,1085L,985L-1135L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,604,Level 7,3 or More Grade Levels Below,604,Level 7,3 or More Grade Levels Below,613,Level 8,2 Grade Levels Below,597,Level 7,3 or More Grade Levels Below,0,,,,,,Not Applicable
iReady 4,ELA,2992015,10,2022-2023,Enrolled,male,N,Black or African American,,,,,Algebra 2 Honors - McRae - Seventh Period A-62dae13131c9167614706971; College Prep I - Triolo - Second Period-63110100db4bc95f2e4766c6; English 10 Honors - Sargeant - Ninth Period-62dae15231c9167614707946; Financial Literacy - Bloom - First Period-6310f9ebf888020aaf5b5055; Health & Life Management - Bello - First Period-62dae13731c9167614706c13; Orchestra II - Bello - Second Period-6310ffb2678418631a6cf6e1; Physical Education/Health 10 with Driver's Ed. - Bradshaw - Sixth Period A-62dae13431c9167614706ae6; Physics - Jones - Fourth Period-62dae13831c9167614706cc8; Spanish I - Benavides - Third Period-62dae15331c91676147079fe,"Bello, Vincent; Benavides, Edwin; Bloom, Laura; Bradshaw, Nicole; Dougba, Varsha; Steen, Michael; Torino, Christian; Triolo, Matthew; Weintraub, Nathaniel",10th Grade Reading; All Students Reading,6/14/2023,6/14/2023,N,Y,55,,584,Level 6,3 or More Grade Levels Below,,,985L,885L-1035L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,574,Level 5,3 or More Grade Levels Below,589,Level 6,3 or More Grade Levels Below,595,Level 7,3 or More Grade Levels Below,584,Level 6,3 or More Grade Levels Below,48,,,,,,Not Applicable
